@relation Training-weka.filters.unsupervised.attribute.Remove-R1

@attribute score_tag {NONE,P,NEU,N,P+,N+}
@attribute agreement {AGREEMENT,DISAGREEMENT}
@attribute subjectivity {OBJECTIVE,SUBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute anger numeric
@attribute joy numeric
@attribute fear numeric
@attribute sadness numeric
@attribute surprise numeric
@attribute noAlphanumerics numeric
@attribute negation_words numeric
@attribute word_number numeric
@attribute misspelled numeric
@attribute class {1,2,3,4,5}

@data
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.575205,0.101055,0.039806,0.163225,0.120708,158,22,153,2,4
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.467346,0.139654,0.094083,0.276497,0.022421,74,0,73,1,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.277801,0.066875,0.074078,0.548292,0.032955,62,11,60,4,4
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.393521,0.272574,0.053999,0.26295,0.016957,72,0,70,2,4
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.337571,0.112484,0.080037,0.441596,0.028312,65,0,64,0,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.616738,0.144586,0.030862,0.178915,0.028899,98,11,95,2,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.036291,0.711442,0.053615,0.055038,0.143613,68,0,66,2,4
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.14805,0.474252,0.085256,0.166725,0.125717,93,0,92,0,4
N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.094606,0.552533,0.14138,0.140823,0.070658,42,0,41,0,4
P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.485631,0.277944,0.066374,0.140224,0.029827,44,0,43,0,4
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.080379,0.622223,0.038344,0.092195,0.166859,55,0,54,0,4
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.315108,0.174098,0.103616,0.304946,0.102232,58,11,56,3,4
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.481526,0.060319,0.051995,0.289212,0.116947,82,0,80,2,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.231729,0.1992,0.06736,0.325873,0.175837,113,0,108,2,4
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.77826,0.077347,0.043795,0.078212,0.022385,272,33,260,9,4
NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.447499,0.184878,0.087653,0.250335,0.029635,52,22,49,0,4
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.642527,0.021237,0.028897,0.219374,0.087965,92,0,87,2,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.751178,0.046874,0.049077,0.141036,0.011835,171,11,166,3,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.697591,0.065167,0.07278,0.132726,0.031736,37,0,36,0,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.143178,0.335353,0.131202,0.250601,0.139667,104,0,96,2,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.46396,0.13639,0.173428,0.211362,0.01486,94,0,93,1,4
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.479926,0.097019,0.051148,0.277424,0.094484,263,11,260,8,4
N,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.849021,0.033245,0.02983,0.078363,0.009542,238,33,234,6,4
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.685171,0.05172,0.043911,0.198964,0.020234,144,22,138,3,4
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.529569,0.207988,0.035003,0.175631,0.051809,150,0,147,2,4
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.328208,0.17791,0.096293,0.24955,0.148039,118,0,116,1,4
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.196275,0.306182,0.128402,0.257341,0.111799,34,11,32,0,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.330315,0.045225,0.053616,0.54458,0.026263,70,0,66,2,4
NEU,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.593686,0.136305,0.070524,0.174777,0.024708,39,11,37,1,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.600266,0.052773,0.028867,0.277059,0.041036,72,0,71,0,4
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.236342,0.20032,0.17073,0.233444,0.159165,39,0,38,1,4
P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.402056,0.290122,0.030831,0.188091,0.0889,131,33,125,3,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.496628,0.14688,0.035022,0.290211,0.03126,122,11,117,2,4
NEU,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.573757,0.088277,0.058746,0.233608,0.045613,95,44,90,1,4
N,DISAGREEMENT,SUBJECTIVE,82,NONIRONIC,0.635792,0.106706,0.078518,0.159549,0.019435,150,0,147,2,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.481426,0.097476,0.061218,0.223594,0.136287,99,11,97,6,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.356753,0.113329,0.064415,0.339603,0.125901,101,0,100,3,4
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.396978,0.087405,0.101475,0.359436,0.054706,48,22,45,0,4
NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.451705,0.048817,0.038692,0.344382,0.116404,175,22,170,10,4
P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.521718,0.043042,0.068448,0.283931,0.08286,105,22,94,5,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.323878,0.350963,0.093956,0.207642,0.023561,60,0,59,2,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.073863,0.495972,0.045464,0.191588,0.193114,28,0,27,2,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.165261,0.214348,0.058407,0.253441,0.308543,90,0,87,1,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.698237,0.05293,0.102697,0.097123,0.049013,77,0,75,2,4
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.273306,0.308895,0.025018,0.182715,0.210066,43,11,41,1,4
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.386197,0.219642,0.06784,0.261556,0.064764,116,11,110,6,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.204196,0.197402,0.0351,0.35061,0.212693,64,22,61,0,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.085852,0.318898,0.06143,0.252752,0.281068,29,0,28,0,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.21194,0.181203,0.33069,0.240876,0.035291,145,22,137,7,4
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.332617,0.284763,0.071412,0.295352,0.015856,69,0,67,2,4
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.284315,0.358526,0.080992,0.244338,0.031828,78,11,76,1,4
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.666272,0.064396,0.03242,0.193729,0.043184,66,11,64,0,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.546954,0.132166,0.061421,0.223925,0.035535,58,0,57,2,4
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.473363,0.150305,0.089349,0.169681,0.117301,69,22,66,1,4
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.383444,0.04656,0.018018,0.305907,0.24607,82,0,81,1,4
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.111075,0.293707,0.0731,0.215982,0.306135,42,0,41,1,4
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.278625,0.244128,0.035343,0.355403,0.0865,97,0,96,1,4
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.438279,0.13317,0.081631,0.268997,0.077924,84,0,83,2,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.638866,0.123475,0.043989,0.174061,0.019609,67,0,66,2,4
P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.633036,0.10964,0.039028,0.172797,0.045498,31,0,30,2,4
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.1914,0.393168,0.0831,0.220613,0.111719,204,11,197,3,4
N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.603759,0.130237,0.041569,0.177663,0.046772,51,0,49,1,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.561129,0.106213,0.07728,0.197731,0.057647,87,11,85,0,4
P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.572825,0.058401,0.044258,0.174924,0.149592,35,0,33,0,4
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.571282,0.056134,0.035842,0.305037,0.031706,248,22,243,5,4
NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.513579,0.105379,0.128888,0.224239,0.027914,72,11,67,7,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.343063,0.230511,0.095282,0.301916,0.029229,139,0,133,0,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.520277,0.04973,0.061751,0.183538,0.184704,147,33,142,5,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.19552,0.280827,0.058978,0.355681,0.108994,79,0,74,2,4
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.354708,0.2545,0.132241,0.223263,0.035288,68,0,67,2,4
P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.179707,0.485436,0.095671,0.178651,0.060534,55,0,53,6,4
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.050767,0.703742,0.071524,0.100869,0.073099,30,11,28,1,4
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.392344,0.094279,0.050346,0.345629,0.117401,65,0,64,0,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.146794,0.29275,0.059685,0.270633,0.230138,118,11,115,4,4
P+,AGREEMENT,SUBJECTIVE,96,NONIRONIC,0.106026,0.653147,0.064554,0.152196,0.024076,133,44,127,6,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.500717,0.120902,0.09506,0.201489,0.081832,183,22,177,5,4
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.206152,0.53932,0.030237,0.174694,0.049596,120,11,117,1,4
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.105421,0.251014,0.072808,0.494551,0.076206,44,0,43,1,4
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.758355,0.042554,0.011785,0.098684,0.088622,50,0,45,4,4
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.604893,0.101741,0.042592,0.172547,0.078226,56,11,53,1,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.108151,0.270981,0.157572,0.320424,0.142873,63,0,62,0,4
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.341519,0.237134,0.063514,0.219,0.138834,85,11,83,1,4
NEU,AGREEMENT,SUBJECTIVE,82,IRONIC,0.182072,0.313869,0.029638,0.425705,0.048717,149,22,145,3,4
P+,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.454891,0.129454,0.092512,0.239719,0.083424,74,0,72,0,4
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.325848,0.091935,0.1465,0.427252,0.008466,68,22,62,1,4
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.44884,0.160529,0.060604,0.312803,0.017223,113,22,106,3,4
N,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.653474,0.116995,0.051556,0.126191,0.051783,78,0,72,3,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.466582,0.226255,0.057835,0.219511,0.029817,108,22,104,3,5
NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.099654,0.594763,0.035319,0.170493,0.099771,234,66,227,8,5
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.377715,0.107576,0.065655,0.425831,0.023224,159,11,151,4,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.352203,0.291087,0.084061,0.247613,0.025037,119,0,118,1,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.129938,0.591983,0.090135,0.112407,0.075537,77,0,75,3,5
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.47437,0.135946,0.033129,0.327371,0.029183,44,0,42,2,5
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.080271,0.366833,0.091657,0.288661,0.172578,166,11,160,14,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.57963,0.109819,0.069394,0.221417,0.01974,32,0,29,2,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.338224,0.307238,0.071481,0.209332,0.073725,244,0,198,6,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.716383,0.03727,0.052708,0.155449,0.03819,30,0,29,0,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.065875,0.289377,0.046235,0.226589,0.371924,149,0,145,3,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.129795,0.463112,0.123843,0.205896,0.077355,51,0,50,0,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.5459,0.093284,0.077228,0.13082,0.152769,68,0,67,3,5
P+,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.297844,0.324966,0.040622,0.205573,0.130995,44,0,43,1,5
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.277281,0.16283,0.150842,0.125777,0.283271,56,11,53,1,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.157789,0.44831,0.082266,0.183066,0.128568,76,0,74,4,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.542887,0.080583,0.071166,0.272955,0.032408,38,0,37,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.186448,0.513806,0.053777,0.177035,0.068934,130,11,123,6,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.494941,0.09423,0.092963,0.292188,0.025679,244,22,234,1,5
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.259451,0.325948,0.017476,0.089632,0.307493,48,11,46,0,5
NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.153819,0.21637,0.072432,0.537124,0.020255,146,22,141,0,5
P+,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.132689,0.610028,0.030334,0.15733,0.069618,66,11,64,1,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.249906,0.316436,0.041681,0.36732,0.024658,70,0,67,0,5
P+,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.278274,0.263253,0.102403,0.31452,0.04155,122,22,115,3,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.130742,0.479067,0.063262,0.311235,0.015693,91,0,90,0,5
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.34492,0.174663,0.04161,0.361696,0.077111,105,0,101,6,5
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.297397,0.235375,0.084352,0.313614,0.069262,64,11,62,3,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.277068,0.249893,0.077024,0.301423,0.094592,147,0,141,6,5
P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.476305,0.142354,0.059238,0.160929,0.161174,25,0,24,0,5
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.122277,0.38769,0.03432,0.186748,0.268964,138,0,135,2,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.527336,0.088122,0.025478,0.098744,0.26032,63,11,60,2,5
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.038202,0.745192,0.103848,0.057995,0.054764,27,0,25,0,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.080783,0.66263,0.048776,0.151,0.056811,204,22,192,2,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.428832,0.117749,0.025253,0.297962,0.130204,56,0,55,1,5
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.189877,0.524236,0.023427,0.103036,0.159424,271,0,257,23,5
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.512595,0.14862,0.05023,0.170647,0.117907,33,0,32,0,5
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.09178,0.508745,0.052799,0.114267,0.232409,60,0,59,2,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.376843,0.112767,0.059071,0.412657,0.038662,83,0,82,2,5
P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.124974,0.312686,0.058174,0.421455,0.08271,22,0,21,0,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.056376,0.553975,0.047078,0.177821,0.164749,143,11,136,1,5
P,AGREEMENT,SUBJECTIVE,86,IRONIC,0.128691,0.325647,0.051216,0.32245,0.171995,90,11,87,2,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.149618,0.229123,0.264455,0.287676,0.069129,86,22,82,1,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.375959,0.132535,0.049452,0.405212,0.036842,52,11,50,1,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.082625,0.325131,0.024096,0.136242,0.431906,41,22,37,2,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.448348,0.238805,0.057115,0.210706,0.045027,52,22,47,2,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.059521,0.436278,0.025328,0.200812,0.27806,32,0,31,0,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.160025,0.631094,0.050084,0.124221,0.034576,61,22,58,0,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.668759,0.051524,0.0828,0.158631,0.038286,182,22,175,4,5
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.474366,0.163849,0.058755,0.221714,0.081317,132,11,129,1,5
P,AGREEMENT,SUBJECTIVE,88,IRONIC,0.200791,0.53818,0.01977,0.196778,0.044481,83,22,80,4,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.300262,0.089363,0.326336,0.247351,0.036688,79,22,76,0,5
N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.559205,0.083107,0.034488,0.244541,0.078659,94,11,90,0,5
P+,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.328516,0.178292,0.079567,0.271522,0.142103,216,11,213,3,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.382129,0.262853,0.121602,0.15399,0.079426,31,0,30,0,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.44563,0.248681,0.132614,0.163102,0.009972,92,11,89,3,5
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.562551,0.089337,0.035105,0.217082,0.095924,91,11,89,2,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.709786,0.119837,0.03314,0.109267,0.02797,58,0,56,3,5
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.575367,0.141844,0.02775,0.215882,0.039157,193,0,184,11,5
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.294645,0.15428,0.211306,0.315105,0.024664,58,0,57,0,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.070907,0.614894,0.057069,0.147781,0.109348,204,11,196,3,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.432754,0.181081,0.075552,0.206102,0.104511,114,0,110,3,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.645718,0.115549,0.062288,0.151317,0.025128,45,11,43,1,5
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.519383,0.101333,0.030984,0.327853,0.020448,51,0,50,1,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.053227,0.523318,0.021873,0.088385,0.313197,85,0,84,2,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.230055,0.223146,0.093896,0.264157,0.188746,78,11,76,5,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.365309,0.106472,0.049789,0.173014,0.305416,88,0,87,0,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.225289,0.427801,0.080249,0.243839,0.022822,41,0,40,1,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.065541,0.767843,0.033531,0.063987,0.069098,45,0,44,2,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.083934,0.658849,0.040185,0.128816,0.088216,101,0,100,1,5
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.499377,0.185384,0.063514,0.227702,0.024023,76,0,71,2,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.508561,0.141786,0.079967,0.217039,0.052647,107,0,102,6,5
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.390019,0.292064,0.067772,0.198884,0.051262,39,0,38,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.357726,0.192394,0.098651,0.284132,0.067097,110,0,106,3,5
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.495568,0.159499,0.044268,0.249439,0.051226,48,0,46,0,5
P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.341165,0.098792,0.155308,0.372954,0.031781,94,11,92,1,5
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.172199,0.242278,0.061629,0.455497,0.068397,51,11,48,0,5
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.184876,0.517185,0.037941,0.148761,0.111236,43,11,39,1,5
N,DISAGREEMENT,SUBJECTIVE,82,NONIRONIC,0.514497,0.087128,0.02623,0.307605,0.06454,73,0,72,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.116374,0.266312,0.086543,0.148635,0.382136,125,0,122,0,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.664496,0.110195,0.036115,0.155413,0.033782,216,22,203,8,5
N+,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.401681,0.097845,0.055039,0.408276,0.037158,138,44,133,3,5
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.043388,0.746408,0.042532,0.099828,0.067844,145,0,135,12,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.440892,0.224099,0.099549,0.20361,0.031851,41,0,39,2,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.089572,0.538755,0.060817,0.193891,0.116965,69,11,67,3,5
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.359841,0.18016,0.065179,0.293068,0.101753,23,0,22,0,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.010878,0.886964,0.024285,0.046795,0.031077,80,0,79,4,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.253289,0.417358,0.038418,0.207927,0.083008,89,0,88,2,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.218759,0.182452,0.035583,0.486398,0.076808,103,11,100,2,5
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.250578,0.110831,0.077164,0.525253,0.036173,76,0,75,0,5
P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.253023,0.201102,0.072279,0.24854,0.225056,61,0,60,5,5
P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.374171,0.246525,0.07043,0.22236,0.086514,175,22,167,4,5
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.61019,0.082452,0.062468,0.198936,0.045953,151,22,145,7,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.494644,0.064681,0.059767,0.228263,0.152645,103,22,99,2,5
P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.180039,0.423104,0.059268,0.254899,0.08269,110,0,109,0,5
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.112007,0.385532,0.158885,0.310531,0.033044,111,22,107,1,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.551945,0.09906,0.065652,0.186721,0.096622,87,0,84,3,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.292812,0.162145,0.257859,0.247526,0.039658,71,33,67,0,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.384996,0.154659,0.085382,0.267443,0.10752,153,33,145,0,5
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.154034,0.273082,0.098273,0.406885,0.067726,79,0,76,2,5
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.618591,0.077672,0.057721,0.222518,0.023498,42,0,40,1,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.505316,0.174906,0.050034,0.231136,0.038609,34,0,33,0,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.167146,0.426121,0.03438,0.257319,0.115034,150,11,148,1,5
P+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.56891,0.076023,0.122445,0.21104,0.021581,67,0,64,2,5
P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.174685,0.304489,0.062751,0.320827,0.137248,28,0,27,0,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.011515,0.755796,0.045026,0.020653,0.16701,34,0,32,2,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.221515,0.396662,0.093893,0.225451,0.062479,144,0,136,4,5
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.458617,0.13379,0.044359,0.21804,0.145195,42,0,41,1,5
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.393677,0.181007,0.039182,0.144792,0.241342,70,0,69,4,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.115318,0.303977,0.206537,0.225921,0.148248,109,11,107,2,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.575797,0.126206,0.052648,0.227598,0.01775,56,0,41,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.138716,0.531133,0.055636,0.129371,0.145144,116,11,114,4,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.583127,0.14361,0.07798,0.175907,0.019376,97,22,94,0,5
N,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.292967,0.308189,0.110164,0.221035,0.067644,18,0,17,0,5
P+,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.013089,0.663466,0.012443,0.034457,0.276545,64,0,63,2,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.078744,0.618445,0.069862,0.151269,0.081681,54,0,53,2,5
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.484742,0.142707,0.034105,0.317585,0.020861,166,0,163,5,5
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.154265,0.512132,0.058023,0.222857,0.052723,103,11,98,2,5
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.161078,0.534742,0.045105,0.231463,0.027612,79,0,78,3,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.231785,0.17524,0.162767,0.316784,0.113424,129,0,126,0,5
NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.381994,0.090973,0.217998,0.247356,0.06168,110,11,107,2,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.309378,0.300395,0.165465,0.178977,0.045786,38,0,37,0,5
