@relation Training-weka.filters.unsupervised.attribute.Remove-R1

@attribute score_tag {NONE,P,NEU,N,P+,N+}
@attribute agreement {AGREEMENT,DISAGREEMENT}
@attribute subjectivity {OBJECTIVE,SUBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute anger numeric
@attribute joy numeric
@attribute fear numeric
@attribute sadness numeric
@attribute surprise numeric
@attribute noAlphanumerics numeric
@attribute negation_words numeric
@attribute word_number numeric
@attribute misspelled numeric
@attribute class {1,2,3,4,5}

@data
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.557296,0.045058,0.038311,0.293545,0.065791,285,0,271,20,2
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.22248,0.116507,0.074519,0.498755,0.087739,176,33,166,2,2
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.543049,0.056078,0.058829,0.290205,0.051839,142,11,140,6,2
P,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.451822,0.149639,0.068587,0.275246,0.054706,179,0,176,7,2
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.29431,0.128389,0.122353,0.434427,0.020521,55,0,54,2,2
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.367108,0.31598,0.05371,0.240735,0.022466,157,33,152,3,2
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.533545,0.079914,0.064418,0.29256,0.029562,282,33,276,10,2
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.078221,0.687075,0.126101,0.097176,0.011427,92,0,91,4,2
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.229928,0.079812,0.039552,0.582712,0.067996,469,22,451,14,2
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.539355,0.168202,0.043387,0.236252,0.012805,123,44,116,3,2
P+,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.243734,0.186121,0.060315,0.450671,0.059159,252,22,245,12,2
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.247743,0.177663,0.082691,0.461145,0.030758,320,154,304,10,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.424318,0.136294,0.04926,0.358303,0.031825,129,11,126,4,2
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.560475,0.033812,0.229065,0.168016,0.008632,253,0,249,14,2
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.413156,0.161241,0.103911,0.288236,0.033456,73,11,70,4,2
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.254754,0.295252,0.062364,0.373909,0.01372,255,33,249,1,2
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.540686,0.096217,0.138368,0.201238,0.023491,172,0,168,9,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.181554,0.095626,0.16692,0.533409,0.022491,215,11,210,7,2
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.087686,0.332803,0.370547,0.155437,0.053528,747,110,723,31,2
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.054305,0.57368,0.153479,0.16804,0.050497,144,11,140,1,2
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.24193,0.079947,0.095157,0.562293,0.020673,197,0,194,9,2
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.531661,0.100256,0.052022,0.299068,0.016993,468,121,446,12,2
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.150325,0.444198,0.076374,0.238614,0.09049,874,0,772,12,2
N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.542232,0.066544,0.134763,0.161202,0.095259,423,0,414,8,2
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.421287,0.066527,0.133505,0.361266,0.017416,371,0,369,7,2
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.651418,0.069616,0.032146,0.143199,0.103621,133,22,121,8,2
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.34604,0.15401,0.120929,0.265882,0.11314,297,77,283,6,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.547707,0.067003,0.152372,0.191507,0.041411,200,0,197,8,2
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.43964,0.047515,0.041941,0.313783,0.15712,222,44,215,6,2
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.382452,0.180229,0.075985,0.329439,0.031894,107,0,106,3,2
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.575355,0.060525,0.048737,0.288015,0.027368,259,22,253,9,2
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.130273,0.114433,0.170306,0.461905,0.123084,253,11,250,11,2
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.323098,0.151713,0.0712,0.34891,0.10508,88,0,87,3,2
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.253047,0.157875,0.090576,0.442726,0.055776,594,176,571,21,2
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.210041,0.083336,0.071657,0.581586,0.05338,547,44,525,14,2
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.568391,0.023312,0.167962,0.232945,0.007389,57,0,57,5,2
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.040056,0.597409,0.1014,0.13671,0.124425,1012,0,990,90,2
P,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.076343,0.15356,0.063907,0.253816,0.452374,229,0,224,7,2
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.432701,0.031166,0.087979,0.430559,0.017594,121,22,113,4,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.538433,0.11537,0.10926,0.196823,0.040114,269,88,259,6,2
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.296661,0.022046,0.094117,0.577017,0.010158,200,55,194,2,2
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.306632,0.014531,0.026399,0.647547,0.004891,138,11,136,12,2
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.391999,0.104352,0.066592,0.40217,0.034887,193,77,184,8,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.325322,0.092302,0.079266,0.472555,0.030554,122,11,119,6,2
P+,AGREEMENT,SUBJECTIVE,88,IRONIC,0.426152,0.166919,0.15741,0.229707,0.019811,254,22,250,5,2
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.195491,0.120239,0.203745,0.230924,0.2496,147,0,146,8,2
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.207427,0.063403,0.105495,0.593077,0.030598,49,0,48,0,2
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.274041,0.092189,0.076686,0.507073,0.050012,155,0,154,7,2
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.303677,0.146885,0.057453,0.43122,0.060765,372,0,371,17,2
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.371724,0.157857,0.095809,0.314188,0.060422,50,22,47,3,2
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.304075,0.07534,0.114477,0.49324,0.012867,125,11,121,3,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.444713,0.087656,0.083167,0.328316,0.056149,629,110,611,12,2
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.559765,0.127632,0.07887,0.224378,0.009355,122,0,119,5,2
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.334259,0.273941,0.106423,0.252761,0.032615,213,99,203,3,2
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.633247,0.054745,0.090666,0.207369,0.013974,92,0,90,5,2
NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.3755,0.073129,0.073101,0.46907,0.009201,72,22,65,0,2
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.423802,0.062863,0.111876,0.378067,0.023391,93,0,91,1,2
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.597225,0.039396,0.063521,0.289787,0.010072,116,22,112,9,2
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.355197,0.090204,0.113893,0.397736,0.042969,279,22,274,12,2
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.471133,0.066059,0.025128,0.366704,0.070975,117,33,113,1,2
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.360865,0.073433,0.124162,0.40263,0.038909,79,22,74,2,2
N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.41885,0.109369,0.03673,0.422898,0.012153,248,33,241,9,2
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.378769,0.183583,0.099442,0.203619,0.134587,38,11,35,0,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.299665,0.22273,0.095946,0.301637,0.080022,84,0,82,3,2
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.211569,0.183111,0.07134,0.482905,0.051074,147,0,144,1,2
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.421208,0.107639,0.096373,0.331199,0.043581,101,0,99,1,2
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.445623,0.199273,0.029829,0.267462,0.057812,425,33,417,14,2
N+,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.278487,0.255586,0.070564,0.345986,0.049377,355,33,343,15,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.38645,0.174525,0.054159,0.322116,0.06275,206,22,196,8,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.491922,0.100961,0.150254,0.236189,0.020674,132,11,129,3,2
P,AGREEMENT,SUBJECTIVE,80,IRONIC,0.460277,0.083367,0.120522,0.277513,0.058321,150,11,146,5,2
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.462961,0.035889,0.068514,0.387084,0.045552,29,0,28,5,2
N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.326707,0.087315,0.069016,0.501494,0.015468,241,11,236,11,2
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.8128,0.012508,0.028464,0.141973,0.004255,90,0,89,3,2
NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.518521,0.050506,0.046705,0.30329,0.080978,303,33,299,6,2
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.433397,0.074478,0.0828,0.365483,0.043842,269,33,261,9,2
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.12166,0.35374,0.170391,0.302425,0.051784,122,0,120,5,2
N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.516275,0.053803,0.061385,0.291036,0.0775,191,22,185,10,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.368174,0.083525,0.16366,0.340929,0.043713,147,22,143,3,2
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.669422,0.024534,0.062007,0.224885,0.019152,22,0,21,0,2
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.795098,0.011195,0.035809,0.099301,0.058597,111,0,108,6,2
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.4616,0.053014,0.205051,0.230259,0.050075,124,11,121,2,2
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.653827,0.029615,0.057658,0.231599,0.0273,180,22,176,10,2
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.19418,0.150073,0.03864,0.54734,0.069768,42,0,41,1,2
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.114288,0.586717,0.033757,0.242708,0.02253,562,0,556,10,2
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.392613,0.145334,0.137774,0.271061,0.053218,99,0,97,4,2
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.350679,0.09226,0.153334,0.323521,0.080206,136,33,131,6,2
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.67505,0.028035,0.050402,0.22995,0.016563,44,0,43,1,2
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.626735,0.027018,0.06257,0.210138,0.073539,216,11,212,8,2
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.517015,0.064677,0.097402,0.304073,0.016832,121,11,119,3,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.257401,0.19524,0.212047,0.296776,0.038536,77,0,73,1,2
N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.531096,0.089676,0.134538,0.212267,0.032422,117,0,115,2,2
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.634429,0.055932,0.074329,0.126766,0.108545,91,0,90,3,2
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.677361,0.051746,0.065087,0.156102,0.049704,98,22,93,0,2
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.38365,0.059322,0.039929,0.486158,0.030942,114,33,110,0,2
N+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.284724,0.122132,0.079668,0.499233,0.014244,118,0,112,8,2
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.491942,0.165735,0.115434,0.188572,0.038317,413,0,409,18,2
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.322902,0.119845,0.066778,0.40241,0.088064,189,22,182,6,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.494079,0.056432,0.164674,0.268238,0.016576,255,44,250,16,2
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.308314,0.06416,0.07519,0.516847,0.03549,244,33,232,18,2
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.234285,0.131489,0.146353,0.452344,0.03553,137,33,133,4,2
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.410475,0.056673,0.095288,0.346665,0.090899,79,22,74,5,2
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.349079,0.072109,0.107713,0.431375,0.039724,248,0,246,13,2
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.350699,0.096958,0.100559,0.426791,0.024993,154,11,150,6,2
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.379502,0.124619,0.030161,0.360325,0.105393,234,11,229,15,2
NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.218694,0.336124,0.065623,0.343718,0.035841,63,11,60,1,2
P,DISAGREEMENT,OBJECTIVE,83,NONIRONIC,0.45024,0.013711,0.046114,0.484705,0.00523,134,11,132,2,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.084145,0.58835,0.046986,0.2039,0.076618,123,11,120,4,2
N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.27238,0.154437,0.131308,0.407938,0.033937,308,0,303,10,2
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.153535,0.138346,0.054114,0.318848,0.335157,165,22,162,5,2
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.44458,0.069979,0.101892,0.339634,0.043915,221,11,217,9,2
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.240989,0.057608,0.088479,0.4618,0.151124,106,11,103,3,2
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.181719,0.150881,0.064234,0.571552,0.031614,92,33,86,1,2
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.177827,0.16749,0.085272,0.478299,0.091112,76,11,74,1,2
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.40807,0.173002,0.080769,0.314392,0.023768,131,22,127,4,2
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.482033,0.05194,0.064319,0.368341,0.033366,115,22,112,12,2
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.176169,0.299002,0.060183,0.398283,0.066363,166,0,122,13,2
P+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.561919,0.066437,0.026438,0.283588,0.061617,114,11,112,2,2
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.273942,0.220786,0.060136,0.41037,0.034766,117,22,113,0,2
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.507342,0.060172,0.089225,0.330747,0.012514,252,66,242,17,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.238293,0.181156,0.180341,0.349617,0.050593,50,0,50,2,3
N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.452776,0.054801,0.051873,0.314962,0.125587,184,0,181,6,3
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.371106,0.0933,0.071156,0.420837,0.043601,83,11,80,3,3
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.629893,0.100854,0.150689,0.098096,0.020467,83,0,80,2,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.54327,0.05618,0.113181,0.269608,0.01776,85,11,83,2,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.101648,0.0622,0.040082,0.549564,0.246507,85,11,81,1,3
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.197177,0.087134,0.167567,0.511856,0.036267,169,0,166,4,3
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.651437,0.063111,0.063279,0.213033,0.009139,74,0,73,1,3
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.103309,0.155428,0.045255,0.421197,0.27481,269,33,239,6,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.820716,0.031452,0.017314,0.118664,0.011855,33,0,32,1,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.547113,0.079264,0.075663,0.277881,0.02008,158,44,144,2,3
P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.520051,0.113708,0.106744,0.228591,0.030907,64,0,63,3,3
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.362772,0.252117,0.104563,0.247657,0.032891,119,11,116,3,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.67279,0.041021,0.045056,0.192437,0.048696,72,0,70,1,3
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.48525,0.109281,0.151487,0.211816,0.042167,66,0,62,5,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.296555,0.154341,0.157212,0.290574,0.10132,78,0,76,2,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.690486,0.041537,0.047323,0.194688,0.025966,153,11,151,5,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.573234,0.121573,0.070562,0.140239,0.094391,97,0,96,3,3
P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.284357,0.169028,0.074051,0.356486,0.116079,104,0,96,6,3
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.64612,0.026549,0.069535,0.250669,0.007126,195,0,190,3,3
P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.738243,0.061078,0.028612,0.151379,0.020687,256,0,230,17,3
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.124347,0.246273,0.058736,0.285307,0.285338,124,11,119,2,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.608831,0.034126,0.037611,0.167185,0.152247,60,11,57,0,3
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.666815,0.025282,0.039381,0.255663,0.012859,95,22,91,2,3
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.461803,0.141949,0.044852,0.286434,0.064962,88,11,85,4,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.352627,0.084549,0.094941,0.392283,0.075601,53,0,51,0,3
NEU,AGREEMENT,SUBJECTIVE,82,IRONIC,0.595828,0.054466,0.027566,0.271368,0.050773,53,0,50,3,3
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.297843,0.20358,0.039828,0.429997,0.028752,66,0,64,1,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.092957,0.378333,0.0824,0.358492,0.087819,40,0,38,2,3
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.463649,0.184021,0.069359,0.157121,0.125851,65,0,64,0,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.56095,0.032971,0.18686,0.203173,0.016047,64,0,63,3,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.147124,0.135801,0.059361,0.383213,0.274501,38,0,37,0,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.6845,0.022428,0.01833,0.232546,0.042196,77,0,76,3,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.417192,0.124744,0.042432,0.376958,0.038675,21,0,20,0,3
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.436846,0.026795,0.385342,0.147109,0.003908,89,22,86,2,3
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.398485,0.046898,0.122252,0.424272,0.008093,151,0,149,0,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.615061,0.065768,0.045959,0.19347,0.079742,52,11,50,0,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.15089,0.122003,0.081962,0.277368,0.367777,110,11,104,4,3
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.207885,0.270536,0.057165,0.241933,0.222481,94,0,92,3,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.667171,0.107697,0.03174,0.177679,0.015713,122,11,119,4,3
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.449277,0.095996,0.074644,0.346158,0.033924,58,22,55,0,3
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.497477,0.123394,0.134083,0.218953,0.026092,100,0,98,2,3
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.23671,0.222211,0.087174,0.301601,0.152304,46,0,45,1,3
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.792388,0.033066,0.036932,0.121651,0.015964,102,11,99,3,3
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.265388,0.258611,0.162978,0.276126,0.036897,41,0,40,0,3
P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.566526,0.14312,0.035314,0.166412,0.088628,137,22,134,1,3
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.325191,0.063992,0.082237,0.32069,0.20789,295,11,289,3,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.346802,0.270796,0.147993,0.163395,0.071014,88,11,85,0,3
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.245791,0.129237,0.031408,0.418177,0.175388,85,0,83,11,3
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.136538,0.323484,0.051679,0.376343,0.111957,36,0,35,1,3
P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.639739,0.043511,0.060368,0.250182,0.0062,32,0,31,1,3
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.334318,0.147331,0.056217,0.402879,0.059255,110,11,108,1,3
N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.174193,0.062747,0.054755,0.651538,0.056767,67,0,65,2,3
N,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.732687,0.034597,0.038922,0.156632,0.037163,130,0,129,4,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.255335,0.445602,0.084114,0.196327,0.018622,86,0,84,4,3
P,DISAGREEMENT,SUBJECTIVE,72,IRONIC,0.119898,0.582514,0.073324,0.148411,0.075852,660,132,638,13,3
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.49187,0.07902,0.032882,0.348987,0.047241,65,33,60,2,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.516802,0.016389,0.032836,0.235705,0.198268,40,0,38,2,3
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.659116,0.082684,0.062046,0.18106,0.015094,253,22,243,9,3
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.433551,0.031834,0.058936,0.442618,0.03306,217,44,211,2,3
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.590783,0.064731,0.039679,0.240705,0.064102,234,44,226,2,3
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.477092,0.06935,0.136658,0.261249,0.055652,112,22,109,4,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.311685,0.168942,0.057565,0.405238,0.056569,102,0,99,4,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.630991,0.042176,0.109787,0.183909,0.033137,122,0,116,6,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.196687,0.157907,0.105186,0.523007,0.017214,183,44,177,1,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.471475,0.089362,0.156146,0.249015,0.034002,143,22,136,3,3
NEU,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.555883,0.094905,0.073706,0.248388,0.027118,50,0,49,1,3
N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.808465,0.006637,0.014031,0.164088,0.006779,144,33,138,2,3
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.521038,0.078562,0.079076,0.280848,0.040477,206,22,199,7,3
P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.565449,0.088824,0.034729,0.241438,0.069561,103,0,95,7,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.181035,0.163888,0.13297,0.338388,0.183719,91,11,88,2,3
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.630165,0.05822,0.037277,0.247242,0.027095,16,0,15,0,3
N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.352507,0.011535,0.040406,0.5895,0.006051,807,121,789,34,3
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.349578,0.24453,0.076697,0.250969,0.078226,14,11,12,0,3
P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.196813,0.263483,0.070953,0.30355,0.165201,65,0,64,1,3
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.879112,0.023478,0.020238,0.054529,0.022643,59,0,55,1,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.729051,0.038155,0.011672,0.200774,0.020349,95,0,93,4,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.68271,0.058193,0.053922,0.19522,0.009955,274,0,272,10,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.17717,0.259086,0.177154,0.29084,0.09575,101,0,98,1,3
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.546929,0.027727,0.23025,0.166554,0.028539,37,0,35,0,3
P+,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.063401,0.467424,0.058254,0.211849,0.199072,43,0,42,0,3
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.282858,0.229932,0.084275,0.225402,0.177534,50,0,49,2,3
N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.65927,0.030491,0.053795,0.233364,0.023079,88,11,86,3,3
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.616637,0.014419,0.051429,0.271579,0.045935,62,0,58,3,3
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.605987,0.060755,0.033476,0.255587,0.044194,62,22,59,1,3
P,AGREEMENT,SUBJECTIVE,80,IRONIC,0.386726,0.082046,0.096417,0.398652,0.036159,125,22,122,1,3
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.495703,0.037851,0.066124,0.318051,0.082271,142,0,140,10,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.089377,0.344111,0.064265,0.317371,0.184876,50,0,49,2,3
