@relation Training

@attribute id numeric
@attribute score_tag {NONE,P,NEU,N,P+,N+}
@attribute agreement {AGREEMENT,DISAGREEMENT}
@attribute subjectivity {OBJECTIVE,SUBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute anger numeric
@attribute joy numeric
@attribute fear numeric
@attribute sadness numeric
@attribute surprise numeric
@attribute noAlphanumerics numeric
@attribute negation_words numeric
@attribute word_number numeric
@attribute misspelled numeric
@attribute extraversion numeric
@attribute openness numeric
@attribute agreeableness numeric
@attribute conscientiousness numeric
@attribute class {1,2,3,4,5}

@data
1246,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.122056,0.29649,0.071117,0.478983,0.031354,168,11,162,6,0.560383,0.512644,0.544024,0.489085,5
1247,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.184694,0.384229,0.087364,0.269229,0.074485,58,0,57,1,0.481356,0.461622,0.41441,0.552668,5
1248,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.500119,0.225154,0.057161,0.130137,0.087429,72,0,70,2,0.571618,0.496615,0.490515,0.501495,5
1249,P+,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.406942,0.151749,0.058354,0.335541,0.047413,140,33,136,5,0.555425,0.463633,0.462266,0.498342,5
1250,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.197562,0.367867,0.109495,0.243833,0.081244,122,0,121,11,0.609936,0.525084,0.519141,0.482777,5
1251,P,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.018674,0.811355,0.01867,0.104093,0.047209,103,0,101,12,0.643302,0.526979,0.459969,0.44979,5
1252,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.034558,0.680352,0.103927,0.11798,0.063183,45,0,40,1,0.645853,0.489063,0.527268,0.458306,5
1253,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.18527,0.318844,0.055605,0.216339,0.223941,89,0,87,1,0.450655,0.578684,0.429958,0.552366,5
1254,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.115375,0.192573,0.077992,0.384445,0.229616,47,0,46,1,0.530928,0.472564,0.413065,0.550829,5
1255,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.071243,0.417422,0.01242,0.178615,0.320299,186,0,185,2,0.621502,0.47136,0.594804,0.464499,5
1256,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.467011,0.122671,0.049982,0.136455,0.223881,51,0,50,2,0.454331,0.512732,0.398339,0.538565,5
1257,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.015049,0.829198,0.041312,0.09029,0.024151,31,0,30,0,0.576499,0.395107,0.598304,0.568058,5
1258,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.337888,0.239419,0.039634,0.295726,0.087333,292,11,282,8,0.575714,0.544633,0.475235,0.453707,5
1259,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.756031,0.057824,0.027724,0.108559,0.049862,70,0,69,0,0.523108,0.526658,0.386184,0.4947,5
1260,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.384906,0.113653,0.042803,0.182017,0.27662,129,11,127,3,0.520358,0.557138,0.393565,0.431409,5
1261,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.134297,0.535115,0.064965,0.236956,0.028666,49,0,48,2,0.589505,0.444499,0.639449,0.509135,5
1262,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.239957,0.187798,0.063872,0.407823,0.10055,218,0,214,5,0.49843,0.497636,0.460667,0.508986,5
1263,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.471672,0.100598,0.069002,0.297494,0.061233,51,11,48,0,0.537989,0.553651,0.456824,0.495473,5
1264,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.335115,0.188465,0.044152,0.346069,0.086199,136,11,131,7,0.526191,0.487879,0.488846,0.533622,5
1265,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.201401,0.3466,0.11713,0.239645,0.095224,84,0,82,1,0.463185,0.50317,0.473313,0.523047,5
1266,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.564487,0.183079,0.062215,0.169197,0.021022,23,0,22,1,0.525422,0.52722,0.487252,0.511332,5
1267,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.039944,0.740414,0.023921,0.049401,0.14632,22,0,21,0,0.622087,0.579539,0.486621,0.450411,5
1268,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.202471,0.363733,0.117765,0.181787,0.134245,57,22,54,0,0.411958,0.535569,0.435436,0.545945,5
1269,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.095615,0.50292,0.055572,0.161043,0.18485,154,11,143,5,0.523063,0.508908,0.556554,0.524067,5
1270,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.085292,0.559879,0.122858,0.175699,0.056272,43,0,42,1,0.547047,0.523752,0.524371,0.521783,5
1271,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.090783,0.392768,0.03828,0.256449,0.22172,47,0,46,1,0.566619,0.585327,0.488078,0.482413,5
1272,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.081975,0.710979,0.034267,0.081881,0.090899,39,0,38,0,0.550748,0.530153,0.507737,0.492296,5
1273,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.143789,0.553719,0.075098,0.153396,0.073999,149,44,144,8,0.556142,0.507629,0.451735,0.524021,5
1274,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.258622,0.247755,0.200724,0.231593,0.061306,39,11,36,2,0.516484,0.50651,0.519687,0.502867,5
1275,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.49154,0.040807,0.098955,0.312153,0.056545,25,0,24,0,0.478986,0.52342,0.481412,0.502353,5
1276,P,DISAGREEMENT,OBJECTIVE,91,NONIRONIC,0.378556,0.118493,0.044305,0.446589,0.012056,55,0,54,0,0.471006,0.597984,0.38744,0.542126,5
1277,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.102035,0.581068,0.06377,0.136012,0.117115,91,22,87,1,0.593694,0.568243,0.437768,0.550514,5
1278,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.19212,0.395591,0.085578,0.178339,0.148373,41,0,39,1,0.549653,0.4936,0.594684,0.52497,5
1279,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.045347,0.347425,0.053951,0.124696,0.428581,57,0,56,1,0.463251,0.544709,0.541949,0.496373,5
1280,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.081234,0.560554,0.107979,0.214877,0.035356,57,0,54,1,0.553486,0.554017,0.459029,0.509936,5
1281,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.100511,0.514627,0.065195,0.121131,0.198537,137,0,135,3,0.54414,0.579081,0.53504,0.522832,5
1282,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.074123,0.429408,0.028596,0.420794,0.047079,54,0,50,1,0.578051,0.51474,0.68992,0.49711,5
1283,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.074022,0.657063,0.054615,0.158233,0.056067,66,0,65,1,0.597301,0.557671,0.622488,0.500579,5
1284,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.118511,0.461249,0.059562,0.219956,0.140722,119,0,117,2,0.580749,0.505323,0.485156,0.475892,5
1285,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.141189,0.338112,0.055355,0.410746,0.054598,216,55,209,4,0.575248,0.60743,0.526844,0.461564,5
1286,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.395873,0.122648,0.057591,0.342131,0.081757,106,11,103,7,0.509069,0.478487,0.457442,0.537711,5
1287,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.368948,0.240005,0.047095,0.242026,0.101926,156,22,150,2,0.473727,0.515681,0.445065,0.531401,5
1288,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.138839,0.300849,0.085688,0.379577,0.095047,82,11,80,5,0.497291,0.51601,0.552139,0.542,5
1289,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.145141,0.555979,0.08473,0.186582,0.027567,39,0,36,1,0.578969,0.455069,0.479746,0.543328,5
1290,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.384246,0.289841,0.038816,0.190163,0.096933,86,0,85,4,0.601387,0.439564,0.501258,0.51024,5
1291,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.219582,0.42371,0.043158,0.239425,0.074124,250,11,247,8,0.668376,0.538175,0.52941,0.452705,5
1292,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.096802,0.553508,0.069192,0.237322,0.043176,82,0,78,3,0.511765,0.501083,0.408604,0.520579,5
1293,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.322995,0.131877,0.216004,0.161427,0.167697,67,11,65,3,0.524363,0.484093,0.462633,0.536235,5
1294,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.11472,0.51709,0.074291,0.2592,0.034699,113,0,112,5,0.617563,0.524807,0.641901,0.459729,5
1295,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.170641,0.520329,0.0896,0.192571,0.026859,85,0,83,3,0.538993,0.484139,0.514877,0.509407,5
1296,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.107442,0.520617,0.048726,0.134175,0.189038,57,0,56,6,0.578508,0.600436,0.504865,0.491629,5
1297,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.103452,0.513976,0.1852,0.184673,0.0127,49,11,47,3,0.535864,0.466654,0.541025,0.5097,5
1298,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.096186,0.526886,0.105592,0.214654,0.056682,124,22,121,0,0.524843,0.524973,0.558291,0.490087,5
1299,P,DISAGREEMENT,SUBJECTIVE,80,IRONIC,0.601722,0.12688,0.040859,0.211283,0.019257,73,11,69,2,0.567402,0.545189,0.49037,0.441225,5
1300,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.036636,0.662706,0.019735,0.144229,0.136693,77,0,76,1,0.567458,0.562167,0.469322,0.510709,5
1301,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.18896,0.262101,0.230277,0.281896,0.036767,69,0,67,0,0.446713,0.526039,0.415788,0.515663,5
1302,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.272992,0.151893,0.09186,0.43811,0.045145,82,11,79,5,0.465321,0.505097,0.429791,0.501494,5
1303,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.08603,0.542504,0.050464,0.275737,0.045266,81,0,80,1,0.570559,0.567447,0.482637,0.47985,5
1304,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.261245,0.190125,0.037144,0.34458,0.166906,51,0,48,1,0.451701,0.569781,0.427476,0.502006,5
1305,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.171858,0.565136,0.036857,0.19085,0.035301,166,0,162,5,0.670793,0.48211,0.547735,0.468408,5
1306,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.228839,0.476609,0.044464,0.180212,0.069876,52,0,51,1,0.503057,0.651967,0.408806,0.516484,5
1307,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.314748,0.304782,0.038467,0.291674,0.050329,56,0,55,0,0.594842,0.492849,0.530191,0.461689,5
1308,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.033694,0.584199,0.041256,0.094176,0.246674,67,0,66,1,0.675884,0.526742,0.58305,0.420261,5
1309,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.689607,0.094723,0.04025,0.151368,0.024052,108,0,107,1,0.502731,0.510513,0.456553,0.497261,5
1310,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.06456,0.43043,0.316514,0.118765,0.069731,55,0,54,0,0.695191,0.449794,0.54884,0.489755,5
1311,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.040123,0.281725,0.234129,0.112045,0.331979,98,33,94,2,0.56551,0.512449,0.491449,0.500519,5
1312,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.367932,0.136794,0.251569,0.214734,0.02897,40,0,39,0,0.416383,0.511963,0.46151,0.502458,5
1313,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.105618,0.315226,0.283675,0.169375,0.126106,105,22,100,0,0.622356,0.450276,0.613725,0.482964,5
1314,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.228624,0.165494,0.176599,0.406584,0.0227,40,0,39,1,0.532362,0.543193,0.394427,0.502303,5
1315,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.251647,0.164804,0.024907,0.35421,0.204432,44,0,43,0,0.53757,0.539262,0.454916,0.437278,5
1316,P+,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.214864,0.427769,0.067394,0.266962,0.023011,27,0,26,0,0.552976,0.62192,0.629499,0.472523,5
1317,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.178505,0.447482,0.054103,0.239553,0.080358,68,0,66,2,0.668309,0.634484,0.573358,0.35927,5
1318,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.126888,0.37936,0.092837,0.2571,0.143815,43,22,39,6,0.63553,0.573838,0.478911,0.455128,5
1319,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.223482,0.293186,0.051004,0.374396,0.057932,62,0,61,1,0.525397,0.519583,0.483086,0.48227,5
1320,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.252671,0.260896,0.244276,0.195568,0.046589,46,0,45,2,0.587974,0.650216,0.543004,0.444342,5
1321,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.128256,0.272859,0.059065,0.340512,0.199307,61,0,60,2,0.668687,0.485676,0.56389,0.485086,5
1322,N+,AGREEMENT,SUBJECTIVE,88,IRONIC,0.147459,0.491302,0.060188,0.17622,0.124832,62,0,61,1,0.564473,0.465493,0.509045,0.515128,5
1323,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.131237,0.446506,0.09,0.286127,0.04613,108,11,98,5,0.628636,0.565152,0.557894,0.474689,5
1324,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.608398,0.067503,0.032066,0.267393,0.02464,160,11,154,7,0.496586,0.500447,0.447122,0.51916,5
1325,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.069887,0.550301,0.047649,0.142675,0.189487,45,0,44,1,0.513489,0.513675,0.517763,0.549657,5
1326,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.030144,0.805941,0.019394,0.082753,0.061767,75,0,71,4,0.641341,0.490673,0.546807,0.474086,5
1327,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.196733,0.303303,0.069658,0.309202,0.121105,59,0,57,2,0.497983,0.425691,0.394875,0.569709,5
1328,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.274241,0.225901,0.048042,0.18632,0.265495,97,22,94,4,0.40562,0.607157,0.452625,0.479795,5
1329,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.522582,0.090952,0.08693,0.260757,0.038779,75,0,73,2,0.500486,0.50842,0.42609,0.497928,5
1330,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.243606,0.264968,0.200198,0.243396,0.047832,75,11,73,0,0.544306,0.559008,0.570268,0.464109,5
1331,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.399011,0.166275,0.035258,0.31542,0.084036,34,0,29,1,0.563559,0.499893,0.466415,0.506943,5
1332,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.08681,0.456449,0.065018,0.267509,0.124215,122,22,117,2,0.538808,0.481783,0.480068,0.519507,5
1333,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.199264,0.111826,0.015927,0.136439,0.536544,102,11,98,7,0.505413,0.562132,0.429655,0.472026,5
1334,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.105078,0.449182,0.06251,0.272331,0.110898,66,0,61,3,0.549364,0.470057,0.426521,0.516158,5
1335,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.017128,0.683264,0.035086,0.052539,0.211982,30,0,29,1,0.593794,0.413831,0.565026,0.551399,5
1336,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.189912,0.275612,0.081771,0.153905,0.298801,79,0,78,2,0.577953,0.487669,0.476652,0.495452,5
1337,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.034277,0.706876,0.032278,0.093741,0.132828,42,0,41,0,0.596464,0.464887,0.430935,0.483521,5
1338,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.265035,0.128408,0.051421,0.478552,0.076585,194,0,134,2,0.627726,0.364205,0.4138,0.524317,5
1339,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.352976,0.160986,0.078182,0.333475,0.074381,45,0,41,1,0.552783,0.528766,0.46778,0.495867,5
1340,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.01751,0.840245,0.02221,0.048188,0.071848,46,0,43,1,0.543323,0.483887,0.468547,0.516272,5
1341,P,AGREEMENT,SUBJECTIVE,96,NONIRONIC,0.360076,0.444989,0.036706,0.128364,0.029865,74,0,73,4,0.550932,0.47216,0.522549,0.469076,5
1342,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.150434,0.397693,0.075903,0.299225,0.076745,182,0,172,8,0.572179,0.495289,0.441581,0.51105,5
1343,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.273382,0.11662,0.10216,0.437133,0.070705,40,0,38,1,0.597788,0.444947,0.444734,0.532704,5
1344,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.080218,0.785377,0.047811,0.037,0.049594,82,0,80,1,0.596272,0.608117,0.595308,0.456234,5
1345,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.134078,0.508044,0.083665,0.195933,0.078281,159,11,157,0,0.615731,0.455166,0.587827,0.501367,5
1346,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.475279,0.15941,0.060355,0.282154,0.022801,83,22,79,1,0.620643,0.644061,0.442801,0.449165,5
1347,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.510431,0.186611,0.039464,0.216321,0.047173,44,0,41,1,0.493632,0.479571,0.445531,0.53082,5
1348,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.054404,0.701796,0.07659,0.14672,0.020489,49,0,46,4,0.598633,0.440076,0.581883,0.491238,5
1349,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.067067,0.565559,0.031972,0.178046,0.157355,40,22,37,0,0.58609,0.472082,0.57858,0.46502,5
1350,NEU,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.598719,0.079724,0.035848,0.261771,0.023938,58,0,56,2,0.443139,0.546408,0.359587,0.492759,5
1351,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.109692,0.550111,0.038882,0.202607,0.098707,50,0,49,2,0.631696,0.510216,0.481634,0.480267,5
1352,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.282584,0.254794,0.102053,0.312842,0.047726,34,0,33,0,0.609699,0.516846,0.509436,0.434403,5
1353,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.052337,0.726953,0.030562,0.090431,0.099716,103,11,100,2,0.575623,0.429925,0.579427,0.461187,5
1354,NEU,AGREEMENT,SUBJECTIVE,90,IRONIC,0.448938,0.122266,0.149943,0.264505,0.014348,123,0,120,7,0.397449,0.475662,0.424788,0.537742,5
1355,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.183926,0.274978,0.088327,0.141009,0.311759,97,22,94,6,0.506416,0.530028,0.519946,0.498062,5
1356,P,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.044306,0.166263,0.626748,0.087453,0.075229,161,44,153,3,0.660286,0.526805,0.527552,0.400352,5
1357,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.434649,0.182106,0.049179,0.270641,0.063424,68,33,62,2,0.623154,0.495948,0.520202,0.470023,5
1358,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.060012,0.619286,0.063461,0.193031,0.064209,90,11,82,3,0.644709,0.495906,0.66831,0.429978,5
1359,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.12396,0.476833,0.047264,0.292201,0.059741,76,0,72,2,0.588574,0.528928,0.510433,0.476295,5
1360,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.033808,0.726369,0.032602,0.077675,0.129546,172,11,170,1,0.588099,0.645748,0.452676,0.413889,5
1361,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.244694,0.219044,0.052774,0.438104,0.045384,70,0,66,4,0.539705,0.470671,0.470043,0.509408,5
1362,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.009101,0.821677,0.016193,0.048956,0.104073,35,0,32,2,0.598571,0.501276,0.515469,0.515942,5
1363,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.042966,0.521811,0.0353,0.310877,0.089045,26,0,25,1,0.550338,0.446854,0.589846,0.495646,5
1364,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.018796,0.650378,0.03375,0.032816,0.26426,52,0,51,1,0.545073,0.585052,0.539696,0.429347,5
1365,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.382796,0.22028,0.064937,0.29463,0.037357,76,0,74,3,0.712912,0.4725,0.587258,0.445932,5
1366,P+,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.139843,0.301411,0.068467,0.257602,0.232677,37,0,36,2,0.495388,0.486149,0.596583,0.541234,5
1367,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.075463,0.431321,0.024251,0.375025,0.09394,106,22,100,0,0.564193,0.507463,0.578078,0.418589,5
1368,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.437115,0.071154,0.16959,0.29944,0.022701,92,0,90,4,0.475463,0.534833,0.381993,0.525229,5
1369,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.380346,0.291926,0.074961,0.195805,0.056962,44,0,42,1,0.518772,0.531515,0.491563,0.495466,5
1370,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.024977,0.847179,0.035623,0.063654,0.028567,76,11,74,2,0.568212,0.532978,0.608998,0.473451,5
1371,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.105017,0.458476,0.154299,0.153955,0.128253,97,0,93,1,0.449993,0.537415,0.448959,0.487235,5
1372,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.246577,0.217569,0.125879,0.374743,0.035232,109,0,106,5,0.538722,0.613862,0.380383,0.507518,5
1373,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.346277,0.233248,0.03263,0.342092,0.045753,53,33,49,0,0.565446,0.56982,0.489423,0.408974,5
1374,P,AGREEMENT,SUBJECTIVE,88,IRONIC,0.051144,0.636434,0.046923,0.222131,0.043369,31,0,30,0,0.556357,0.541898,0.461481,0.483628,5
1375,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.063823,0.62064,0.081026,0.177957,0.056553,166,11,163,2,0.611711,0.498134,0.616299,0.465126,5
1376,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.434255,0.174954,0.067686,0.237452,0.085653,124,11,121,0,0.548323,0.522051,0.413618,0.503557,5
1377,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.166848,0.178901,0.097667,0.329828,0.226757,173,0,172,12,0.575304,0.569604,0.510902,0.494403,5
1378,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.177659,0.317904,0.086114,0.388448,0.029875,47,0,43,2,0.554765,0.510987,0.557324,0.483808,5
1379,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.044698,0.661232,0.033036,0.159333,0.101701,55,0,54,0,0.583133,0.539598,0.520579,0.439874,5
1380,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.066497,0.593445,0.026581,0.157048,0.15643,79,11,77,2,0.732393,0.511533,0.650687,0.423517,5
1381,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.283537,0.14551,0.056046,0.487216,0.02769,28,0,27,0,0.597833,0.457585,0.581414,0.467997,5
1382,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.022023,0.735541,0.034016,0.050416,0.158004,110,0,109,1,0.598896,0.595172,0.647277,0.498636,5
1383,P+,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.125578,0.337681,0.172737,0.260385,0.103619,58,0,57,1,0.608432,0.502817,0.633065,0.541596,5
1384,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.154214,0.462414,0.114702,0.215348,0.053323,31,22,28,0,0.552034,0.576004,0.429665,0.496962,5
1385,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.346353,0.104252,0.069847,0.356611,0.122938,113,0,110,2,0.487294,0.567037,0.344966,0.511212,5
1386,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.440219,0.133579,0.045485,0.206539,0.174178,46,11,43,4,0.495723,0.452268,0.499463,0.530087,5
1387,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.24815,0.274236,0.148566,0.284548,0.0445,61,0,60,3,0.659903,0.494156,0.514516,0.456804,5
1388,P,AGREEMENT,SUBJECTIVE,86,IRONIC,0.067489,0.46385,0.021761,0.340611,0.106288,43,0,42,0,0.596478,0.553514,0.519986,0.439366,5
1389,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.317793,0.277627,0.078887,0.273952,0.051741,89,11,85,1,0.545092,0.512248,0.590247,0.505203,5
1390,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.27689,0.312884,0.070244,0.268152,0.07183,53,0,52,0,0.67542,0.541121,0.617103,0.455683,5
1391,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.02123,0.745039,0.028782,0.068305,0.136643,58,22,53,0,0.583905,0.51742,0.561898,0.487839,5
1392,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.444121,0.223503,0.023181,0.162998,0.146197,95,11,93,3,0.540392,0.524662,0.472624,0.486018,5
1393,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.176105,0.396176,0.063436,0.24479,0.119492,76,0,73,1,0.599138,0.51898,0.558557,0.450941,5
1394,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.499502,0.227541,0.041618,0.155467,0.075872,61,11,59,0,0.544433,0.544658,0.479005,0.495129,5
1395,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.278187,0.248425,0.06897,0.348523,0.055894,60,0,58,1,0.615153,0.560114,0.607683,0.44435,5
1396,NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.105304,0.505532,0.091244,0.133059,0.16486,34,0,33,1,0.608371,0.426065,0.633451,0.525705,5
1397,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.043337,0.21439,0.02261,0.276813,0.442849,59,0,58,0,0.597168,0.534193,0.518857,0.431399,5
1398,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.060189,0.683236,0.044257,0.043049,0.169269,156,22,147,3,0.67592,0.54735,0.651381,0.506854,5
1399,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.172203,0.522855,0.093103,0.185883,0.025956,85,0,75,1,0.53608,0.47579,0.427556,0.508089,5
